Film,Year,Script Type,Primary Genre,Genres,Distributor,Rotten Tomatoes Audience ,Rotten Tomatoes Critics,Metacritic Critics,Average Critics,Metacritic Audience,Opening Weekend ($),Opening Weekend ($million),Domestic Gross,Domestic Gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),Budget ($million),Budget Recovered (Percentage),Budget Recovered Opening Weekend (Percentage)
The Switch,2010,adaptation,nan,"comedy, romance",nan,44,52,52,52,62,8400000,8.4,27780000,27.78,22.05,22050000,49830000,49.83,19,262.26,44.21
The Taking of Pelham 1 2 3 ,2009,adaptation,nan,"action, crime, thriller",nan,60,51,55,53,61,23370000,23.37,65450000,65.45,84.71,84710000,150160000,150.16,100,150.16,23.37
The Tax Collector,2020,original screenplay,action,nan,RLJE Films,72,18,22,20,54,309694,0.3,1044212,1,0.3,265759,1309971,1.3,30,4.37,1
The Theory of Everything,2014,based on a true story,nan,"biography, drama, romance",nan,84,79,72,76,76,208763,0.21,35893537,35.89,85.31,85308403,121201940,121,15,808.01,1.39
The Thing,2011,adaptation,nan,"horror, mystery, sci-fi",nan,52,36,49,43,63,8490000,8.49,16930000,16.93,10.5,10500000,27430000,27.43,38,72.18,22.34
The Three Musketeers,2011,adaptation,nan,"action, adventure, romance",nan,48,24,35,30,51,8670000,8.67,20370000,20.37,111.9,111900000,132270000,132.27,75,176.36,11.56
The Three Stooges,2012,adaptation,nan,comedy,nan,49,52,56,54,59,17010125,17.01,44338224,44.34,10.48,10481077,54819301,55,30,182.73,56.7
The Time Traveler's Wife ,2009,adaptation,nan,"fantasy, romance",nan,65,38,47,43,68,18600000,18.6,63410000,63.41,37.92,37920000,101330000,101.33,39,259.82,47.69
The Tourist,2010,original screenplay,nan,"action, romance, thriller",nan,44,20,37,29,51,16000000,16,67630000,67.63,210.72,210720000,278350000,278.35,100,278.35,16
The Town,2010,adaptation,nan,"crime, thriller",nan,83,94,74,84,77,23800000,23.8,92190000,92.19,61.84,61840000,154030000,154.03,37,416.3,64.32
The Transporter Refueled,2015,sequel,nan,action,nan,35,17,32,25,43,7355622,7.36,16016485,16.02,16.02,16016485,32032970,32,22,145.6,33.43
The Tree Of Life,2011,original screenplay,nan,fantasy,nan,61,84,85,85,66,370000,0.37,13300000,13.3,41,41000000,54300000,54.3,32,169.69,1.16
The Turning,2020,adaptation,thriller,nan,Universal Pictures,15,12,35,24,39,6950045,7,15472775,15.5,3,2987964,18460739,18.5,12,153.84,58.33
The Twilight Saga: Breaking Dawn Part 2,2012,sequel,nan,"adventure, fantasy",nan,71,48,52,50,42,141067634,141.07,292324737,292.32,537.36,537360640,829685377,830,120,691.4,117.56
"The Twilight Saga: Eclipse	",2010,sequel,nan,"adventure, fantasy, romance",nan,74,50,58,54,47,64800000,64.8,300530000,300.53,397.96,397960000,698490000,698.49,68,1027.19,95.29
The Twilight Saga: New Moon ,2009,sequel,nan,"adventure, drama, fantasy",nan,78,27,44,36,37,142800000,142.8,296620000,296.62,413.2,413200000,709820000,709.82,50,1419.64,285.6
The Ugly Truth ,2009,original screenplay,nan,"comedy, romance",nan,68,14,28,21,50,27600000,27.6,88900000,88.9,116.38,116380000,205280000,205.28,38,540.21,72.63
The Unbearable Weight of Massive Talent,2022,nan,comedy,action,Lionsgate Films,87,87,68,78,73,7131703,7.1,20300157,20.3,8.8,8816163,29116320,29.1,30,97.05,23.77
The Unborn,2009,original screenplay,nan,"horror, mystery, thriller",nan,39,11,30,21,52,19800000,19.8,42670000,42.67,33.84,33840000,76510000,76.51,16,478.19,123.75
The Uninvited ,2009,remake / reboot,nan,"horror, mystery",nan,52,31,43,37,63,10300000,10.3,28600000,28.6,13.03,13030000,42700000,42.7,20,213.5,51.5
The Upside,2019,remake,nan,"comedy, drama",STX Entertainment,85,40,46,43,53,20355000,20.4,107839886,107.8,13.2,13200000,121039886,121,37.5,322.77,54.4
The Visit,2015,original screenplay,nan,horror,nan,57,63,55,59,65,25427560,25.43,64704895,64.7,26.23,26232544,90937439,91,5,1818.75,508.55
The Vow,2012,based on a true story ,nan,romance,nan,63,29,43,36,60,41202458,41.2,125014030,125.01,71.1,71100540,196114570,196,30,653.72,137.34
The Walk,2015,based on a true story,nan,adventure,nan,84,86,70,78,74,3719177,3.72,10137502,10.14,41.1,41101314,51238816,51,35,146.4,10.63
The War with Grandpa,2020,adaptation,comedy,nan,101 Studios,85,28,34,31,53,3623880,3.6,21277892,21.3,25.5,25541177,46819069,46.8,38,123.21,9.47
The Way Back,2020,original screenplay,drama,nan,Warner Bros. Pictures,84,84,66,75,67,8170315,8.2,13590514,13.5,0.9,972895,14563409,14.6,23,63.32,35.65
"The Way, Way Back",2013,original screenplay,nan,"Drama, Comedy",nan,84,85,68,77,79,552788,0.55,21506546,21.51,1.69,1692106,23198652,23,5,463.97,11.06
The Wedding Ringer,2015,original screenplay,nan,comedy,nan,65,27,35,31,31,20649306,20.65,64460211,64.46,15.34,15339669,79799880,80,23,346.96,89.78
The Wild Life,2016,original screenplay,nan,Adventure,nan,29,15,36,25.5,33,4001400,4,8005586,8.01,31.54,31537995,39543581,39.54,13,304,30.78
The Witch,2016,original screenplay,nan,Horror,nan,56,91,83,87,71,8800230,8.8,25138705,25.14,15.29,15285240,40423945,40.42,3,1347,293.34
The Wolf of Wall Street,2013,based on a true story,nan,"Biography, Drama, Comedy, Crime",nan,82,77,75,76,78,18361578,18.36,116900694,116.9,275.1,275100000,392000694,392,100,392,18.36
The Wolfman,2010,remake / reboot,nan,"horror, thriller",nan,38,33,43,38,51,31500000,31.5,61980000,61.98,77.81,77810000,139790000,139.79,150,93.19,21
The Wolverine,2013,adaptation,nan,"Action, Adventure, Sci-Fi, Fantasy",nan,70,69,60,65,67,53113752,53,132556852,133,282,282271394,414828246,415,120,345.69,44.26
